objectid,parentid,title,photographer,date,date-is-approximate,description,item_information,postcard_type,subject,location,state,latitude,longitude,publisher,publisher_location,identifier,rights,source,rightsstatement,original format,type,format,language,filename,display_template,object_location,image_small,image_thumb
nwpostcards1263,nwpostcards1261,,,,,,,,,,,,,,,pg_9_12_01aa_b,,,,,,image/jpeg,,pg_9_12_01aa_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01aa_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01aa_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01aa_b_th.jpg
nwpostcards1264,,Kappa Alpha Theta House. University of Idaho.,,1946,yes,"Postcard of the Kappa Alpha Theta house on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; photographic postcards,"Moscow, Idaho",Idaho,46.728978,-117.008248,,,pg_9_12_01ad,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ad.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ad_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ad_th.jpg
nwpostcards1265,nwpostcards1264,,,,,,,,,,,,,,,pg_9_12_01ad,,,,,,image/jpeg,,pg_9_12_01ad.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ad.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ad_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ad_th.jpg
nwpostcards1266,nwpostcards1264,,,,,,,,,,,,,,,pg_9_12_01ad_b,,,,,,image/jpeg,,pg_9_12_01ad_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ad_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ad_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ad_b_th.jpg
nwpostcards1267,,Kappa Sigma House. University of Idaho.,,1946,yes,"Postcard of the Kappa Sigma fraternity house on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; photographic postcards,"Moscow, Idaho",Idaho,46.725999,-117.008263,,,pg_9_12_01ae,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ae.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ae_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ae_th.jpg
nwpostcards1268,nwpostcards1267,,,,,,,,,,,,,,,pg_9_12_01ae,,,,,,image/jpeg,,pg_9_12_01ae.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ae.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ae_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ae_th.jpg
nwpostcards1269,nwpostcards1267,,,,,,,,,,,,,,,pg_9_12_01ae_b,,,,,,image/jpeg,,pg_9_12_01ae_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ae_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ae_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ae_b_th.jpg
nwpostcards1270,,"LDS Institute of Religion. Moscow, Idaho.",,1947,yes,"Postcard of the L.D.S. Institute on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; institutes (buildings); photographic postcards,"Moscow, Idaho",Idaho,46.726609,-117.007001,,,pg_9_12_01af,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01af.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01af_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01af_th.jpg
nwpostcards1271,nwpostcards1270,,,,,,,,,,,,,,,pg_9_12_01af,,,,,,image/jpeg,,pg_9_12_01af.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01af.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01af_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01af_th.jpg
nwpostcards1272,nwpostcards1270,,,,,,,,,,,,,,,pg_9_12_01af_b,,,,,,image/jpeg,,pg_9_12_01af_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01af_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01af_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01af_b_th.jpg
nwpostcards1273,,Chrisman Hall. University of Idaho.,,1930,yes,"Postcard of Chrisman Hall, now Phinney Hall, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",Idaho,46.72817,-117.013439,,,pg_9_12_01ag,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ag.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ag_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ag_th.jpg
nwpostcards1274,nwpostcards1273,,,,,,,,,,,,,,,pg_9_12_01ag,,,,,,image/jpeg,,pg_9_12_01ag.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ag.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ag_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ag_th.jpg
nwpostcards1275,nwpostcards1273,,,,,,,,,,,,,,,pg_9_12_01ag_b,,,,,,image/jpeg,,pg_9_12_01ag_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ag_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ag_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ag_b_th.jpg
nwpostcards1276,,Administration Building. University of Idaho.,,1930,yes,"Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,"Moscow, Idaho",Idaho,46.725856,-117.010057,,,pg_9_12_01ah,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ah.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ah_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ah_th.jpg
nwpostcards1277,nwpostcards1276,,,,,,,,,,,,,,,pg_9_12_01ah,,,,,,image/jpeg,,pg_9_12_01ah.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ah.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ah_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ah_th.jpg
nwpostcards1278,nwpostcards1276,,,,,,,,,,,,,,,pg_9_12_01ah_b,,,,,,image/jpeg,,pg_9_12_01ah_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ah_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ah_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ah_b_th.jpg
nwpostcards1279,,Memorial Gymnasium. University of Idaho.,,1940,yes,"Postcard of the Memorial Gymnasium on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,"Moscow, Idaho",Idaho,46.727294,-117.013313,,,pg_9_12_01ai,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ai.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ai_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ai_th.jpg
nwpostcards1280,nwpostcards1279,,,,,,,,,,,,,,,pg_9_12_01ai,,,,,,image/jpeg,,pg_9_12_01ai.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ai.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ai_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ai_th.jpg
nwpostcards1281,nwpostcards1279,,,,,,,,,,,,,,,pg_9_12_01ai_b,,,,,,image/jpeg,,pg_9_12_01ai_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ai_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ai_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ai_b_th.jpg
nwpostcards1282,,"Science Hall, University of Idaho.",,1920,yes,"Postcard of the Science Hall, or Life Sciences Building, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",Idaho,46.726637,-117.010339,Wesley Andrews,"Baker, OR",pg_9_12_01ak,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ak.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ak_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ak_th.jpg
nwpostcards1283,nwpostcards1282,,,,,,,,,,,,,,,pg_9_12_01ak,,,,,,image/jpeg,,pg_9_12_01ak.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ak.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ak_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ak_th.jpg
nwpostcards1284,nwpostcards1282,,,,,,,,,,,,,,,pg_9_12_01ak_b,,,,,,image/jpeg,,pg_9_12_01ak_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01ak_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01ak_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01ak_b_th.jpg
nwpostcards1285,,Administration Building. University of Idaho. 120.,,1950,yes,"Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,"Moscow, Idaho",Idaho,46.726075,-117.010036,Carter Photo,,pg_9_12_01al,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01al.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01al_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01al_th.jpg
nwpostcards1286,nwpostcards1285,,,,,,,,,,,,,,,pg_9_12_01al,,,,,,image/jpeg,,pg_9_12_01al.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01al.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01al_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01al_th.jpg
nwpostcards1287,nwpostcards1285,,,,,,,,,,,,,,,pg_9_12_01al_b,,,,,,image/jpeg,,pg_9_12_01al_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01al_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01al_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01al_b_th.jpg
nwpostcards1288,,Administration Building. University of Idaho. 119.,,1940,yes,"Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,"Moscow, Idaho",Idaho,46.725962,-117.009601,C.D.S.,,pg_9_12_01am,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01am.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01am_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01am_th.jpg
nwpostcards1289,nwpostcards1288,,,,,,,,,,,,,,,pg_9_12_01am,,,,,,image/jpeg,,pg_9_12_01am.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01am.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01am_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01am_th.jpg
nwpostcards1290,nwpostcards1288,,,,,,,,,,,,,,,pg_9_12_01am_b,,,,,,image/jpeg,,pg_9_12_01am_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_12_01am_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01am_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01am_b_th.jpg
nwpostcards1291,,Redenbaugh (I.e. Ridenbaugh) Hall. University of Idaho. No. 35.,,1918,yes,"Postcard of Ridenbaugh Hall on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",Idaho,46.72467,-117.00899,,,pg_9_12_01aj,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_12_01aj.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_12_01aj_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_12_01aj_th.jpg
